char,observations,max_level,min_level,activity_days,days_since_start,unique_zones,unique_sessions,guild_count,level_gain,has_guild,race_encoded,class_encoded,obs_per_session,zone_per_day,level_per_day,zones_per_obs,is_late_joiner,no_guild,is_heavy_player,is_light_player,is_max_level,is_static,stalled_leveller,is_low_level,progression_ratio,guild_hopper,is_explorer,obs_x_level,activity_x_guild,churned
140,6072,70,70,273,0,78,273,2,0,1,2,8,22.16058394160584,0.2846715328467153,0.25547445255474455,0.012843734562819035,0,0,1,0,1,0,1,0,0.0,0,1,425040,273,0
141,547,70,70,117,0,37,60,2,0,1,2,6,8.967213114754099,0.3135593220338983,0.5932203389830508,0.06751824817518248,0,0,0,0,1,0,1,0,0.0,0,0,38290,117,0
143,45,60,60,248,8,6,22,2,0,1,2,1,1.9565217391304348,0.024096385542168676,0.24096385542168675,0.13043478260869565,0,0,0,1,0,0,1,0,0.0,0,0,2700,248,0
144,1619,70,70,260,0,48,224,3,0,1,2,0,7.195555555555556,0.1839080459770115,0.2681992337164751,0.02962962962962963,0,0,0,0,1,0,1,0,0.0,1,1,113330,260,1
148,3974,70,70,269,0,66,408,1,0,1,2,6,9.71638141809291,0.24444444444444444,0.25925925925925924,0.01660377358490566,0,0,1,0,1,0,1,0,0.0,0,1,278180,269,0
149,1681,70,70,175,0,48,94,1,0,1,2,6,17.694736842105264,0.2727272727272727,0.3977272727272727,0.028537455410225922,0,0,1,0,1,0,1,0,0.0,0,1,117670,175,1
150,22,60,60,85,150,1,16,1,0,1,2,8,1.2941176470588236,0.011627906976744186,0.6976744186046512,0.043478260869565216,0,0,0,1,0,1,1,0,0.0,0,0,1320,85,1
152,4296,70,70,273,0,79,312,2,0,1,2,8,13.725239616613418,0.28832116788321166,0.25547445255474455,0.018384919711426577,0,0,1,0,1,0,1,0,0.0,0,1,300720,273,0
155,4157,70,70,273,0,68,278,3,0,1,2,8,14.899641577060931,0.24817518248175183,0.25547445255474455,0.016354016354016353,0,0,1,0,1,0,1,0,0.0,1,1,290990,273,0
158,408,65,60,20,14,15,21,1,5,1,2,8,18.545454545454547,0.7142857142857143,3.0952380952380953,0.03667481662591687,0,0,1,0,0,0,0,0,0.07575757575757576,0,0,26520,20,1
159,3070,70,70,247,0,58,288,1,0,1,2,8,10.622837370242214,0.23387096774193547,0.28225806451612906,0.018886356235753826,0,0,1,0,1,0,1,0,0.0,0,1,214900,247,0
161,8,60,60,51,6,5,2,0,0,0,2,8,2.6666666666666665,0.09615384615384616,1.1538461538461537,0.5555555555555556,0,1,0,1,0,0,1,0,0.0,0,0,480,0,1
162,5841,70,70,273,0,68,371,3,0,1,2,8,15.701612903225806,0.24817518248175183,0.25547445255474455,0.011639849366655255,0,0,1,0,1,0,1,0,0.0,1,1,408870,273,0
165,512,70,70,63,69,21,35,1,0,1,2,6,14.222222222222221,0.328125,1.09375,0.04093567251461988,0,0,1,0,1,0,1,0,0.0,0,0,35840,63,1
166,2884,70,70,272,0,71,218,2,0,1,2,6,13.168949771689498,0.2600732600732601,0.2564102564102564,0.02461005199306759,0,0,1,0,1,0,1,0,0.0,0,1,201880,272,1
169,2003,70,70,168,11,66,167,1,0,1,2,6,11.922619047619047,0.3905325443786982,0.41420118343195267,0.03293413173652695,0,0,1,0,1,0,1,0,0.0,0,1,140210,168,0
171,1653,70,68,207,0,47,82,1,2,1,2,6,19.91566265060241,0.22596153846153846,0.33653846153846156,0.028415961305925032,0,0,1,0,1,0,0,0,0.028169014084507043,0,1,115710,207,1
174,500,70,70,240,16,27,74,1,0,1,2,0,6.666666666666667,0.11203319502074689,0.29045643153526973,0.05389221556886228,0,0,0,0,1,0,1,0,0.0,0,0,35000,240,0
176,2044,70,70,201,1,49,117,1,0,1,2,0,17.322033898305083,0.24257425742574257,0.3465346534653465,0.023960880195599023,0,0,1,0,1,0,1,0,0.0,0,1,143080,201,0
177,347,64,60,12,261,21,33,1,4,1,2,0,10.205882352941176,1.6153846153846154,4.923076923076923,0.0603448275862069,1,0,1,0,0,0,0,0,0.06153846153846154,0,0,22208,12,0
178,2806,70,70,151,0,56,130,1,0,1,2,0,21.419847328244273,0.3684210526315789,0.4605263157894737,0.0199501246882793,0,0,1,0,1,0,1,0,0.0,0,1,196420,151,0
180,634,70,70,206,0,31,92,1,0,1,2,0,6.817204301075269,0.1497584541062802,0.33816425120772947,0.048818897637795275,0,0,0,0,1,0,1,0,0.0,0,0,44380,206,0
182,33537,1,1,273,0,1,69,0,0,0,3,1,479.1,0.0036496350364963502,0.0036496350364963502,2.981692408611128e-05,0,1,1,0,0,1,1,1,0.0,0,0,33537,0,0
185,41,70,70,228,2,9,12,1,0,1,3,6,3.1538461538461537,0.039301310043668124,0.3056768558951965,0.21428571428571427,0,0,0,1,1,0,1,0,0.0,0,0,2870,228,1
191,622,70,70,231,14,32,79,1,0,1,3,5,7.775,0.13793103448275862,0.3017241379310345,0.051364365971107544,0,0,0,0,1,0,1,0,0.0,0,0,43540,231,1
195,2076,70,70,205,0,39,147,1,0,1,3,5,14.027027027027026,0.18932038834951456,0.33980582524271846,0.018777082330284064,0,0,1,0,1,0,1,0,0.0,0,0,145320,205,1
196,49,33,29,139,75,5,6,2,4,1,3,1,7.0,0.03571428571428571,0.2357142857142857,0.1,0,0,0,1,0,0,0,1,0.11764705882352941,0,0,1617,139,0
197,191,70,70,10,0,17,14,1,0,1,3,4,12.733333333333333,1.5454545454545454,6.363636363636363,0.08854166666666667,0,0,1,0,1,0,0,0,0.0,0,0,13370,10,1
201,820,63,52,273,0,51,114,1,11,1,3,1,7.130434782608695,0.18613138686131386,0.22992700729927007,0.06211936662606577,0,0,0,0,0,0,0,0,0.171875,0,1,51660,273,0
203,1975,70,70,270,0,58,212,1,0,1,3,2,9.272300469483568,0.2140221402214022,0.25830258302583026,0.029352226720647773,0,0,0,0,1,0,1,0,0.0,0,1,138250,270,0
212,1893,70,70,255,18,56,279,4,0,1,3,2,6.760714285714286,0.21875,0.2734375,0.029567053854276663,0,0,0,0,1,0,1,0,0.0,1,1,132510,255,0
215,151,70,70,231,0,20,18,2,0,1,3,1,7.947368421052632,0.08620689655172414,0.3017241379310345,0.13157894736842105,0,0,0,0,1,0,1,0,0.0,0,0,10570,231,0
219,7,60,60,55,187,1,7,0,0,0,3,5,0.875,0.017857142857142856,1.0714285714285714,0.125,1,1,0,1,0,1,1,0,0.0,0,0,420,0,0
221,849,70,70,150,0,41,107,1,0,1,3,2,7.861111111111111,0.271523178807947,0.46357615894039733,0.04823529411764706,0,0,0,0,1,0,1,0,0.0,0,0,59430,150,0
228,5,60,60,0,41,1,1,0,0,0,3,4,2.5,1.0,60.0,0.16666666666666666,0,1,0,0,0,1,0,0,0.0,0,0,300,0,0
229,21,70,70,91,130,10,3,1,0,1,3,5,5.25,0.10869565217391304,0.7608695652173914,0.45454545454545453,0,0,0,1,1,0,1,0,0.0,0,0,1470,91,0
230,2677,70,70,194,0,44,159,1,0,1,3,8,16.73125,0.22564102564102564,0.358974358974359,0.016430171769977596,0,0,1,0,1,0,1,0,0.0,0,1,187390,194,1
231,1172,70,70,172,17,39,118,3,0,1,3,4,9.84873949579832,0.2254335260115607,0.4046242774566474,0.03324808184143223,0,0,0,0,1,0,1,0,0.0,1,0,82040,172,1
236,3701,70,70,269,0,65,266,2,0,1,3,8,13.861423220973784,0.24074074074074073,0.25925925925925924,0.01755807671528903,0,0,1,0,1,0,1,0,0.0,0,1,259070,269,1
237,1088,70,70,269,0,23,146,1,0,1,3,4,7.401360544217687,0.08518518518518518,0.25925925925925924,0.021120293847566574,0,0,0,0,1,0,1,0,0.0,0,0,76160,269,1
239,12,60,60,239,33,1,7,0,0,0,3,2,1.5,0.004166666666666667,0.25,0.07692307692307693,0,1,0,1,0,1,1,0,0.0,0,0,720,0,0
241,91,70,70,6,1,8,7,1,0,1,3,1,11.375,1.1428571428571428,10.0,0.08695652173913043,0,0,1,0,1,0,0,0,0.0,0,0,6370,6,1
244,17,60,60,5,5,3,4,1,0,1,3,1,3.4,0.5,10.0,0.16666666666666666,0,0,0,0,0,1,0,0,0.0,0,0,1020,5,1
246,2382,70,70,271,0,48,203,3,0,1,3,4,11.676470588235293,0.17647058823529413,0.25735294117647056,0.020142677297524128,0,0,1,0,1,0,1,0,0.0,1,1,166740,271,0
261,1680,70,65,265,1,48,191,2,5,1,4,7,8.75,0.18045112781954886,0.2631578947368421,0.028554431885782272,0,0,0,0,1,0,0,0,0.07042253521126761,0,1,117600,265,0
271,4369,70,70,273,0,53,437,1,0,1,4,2,9.974885844748858,0.19343065693430658,0.25547445255474455,0.012128146453089244,0,0,1,0,1,0,1,0,0.0,0,1,305830,273,0
278,4142,70,60,143,129,87,191,1,10,1,4,2,21.572916666666668,0.6041666666666666,0.4861111111111111,0.020999275887038378,0,0,1,0,1,0,0,0,0.14084507042253522,0,1,289940,143,0
281,6,37,37,146,106,1,3,1,0,1,4,2,1.5,0.006802721088435374,0.25170068027210885,0.14285714285714285,0,0,0,1,0,1,1,1,0.0,0,0,222,146,0
286,1764,70,70,261,10,42,101,2,0,1,4,2,17.294117647058822,0.16030534351145037,0.26717557251908397,0.02379603399433428,0,0,0,0,1,0,1,0,0.0,0,0,123480,261,0
289,2201,70,58,177,37,78,174,4,12,1,4,7,12.577142857142857,0.43820224719101125,0.39325842696629215,0.035422343324250684,0,0,1,0,1,0,0,0,0.16901408450704225,1,1,154070,177,0
291,2225,70,70,272,0,55,124,1,0,1,4,2,17.8,0.20146520146520147,0.2564102564102564,0.024707996406109614,0,0,1,0,1,0,1,0,0.0,0,1,155750,272,0
292,146,70,70,241,0,15,31,1,0,1,4,2,4.5625,0.06198347107438017,0.2892561983471074,0.10204081632653061,0,0,0,0,1,0,1,0,0.0,0,0,10220,241,0
294,58,62,61,85,19,5,9,1,1,1,4,4,5.8,0.05813953488372093,0.7209302325581395,0.0847457627118644,0,0,0,0,0,0,1,0,0.015873015873015872,0,0,3596,85,0
296,212,69,66,27,0,10,16,0,3,0,4,2,12.470588235294118,0.35714285714285715,2.4642857142857144,0.046948356807511735,0,1,1,0,0,0,0,0,0.04285714285714286,0,0,14628,0,1
297,388,70,70,260,10,26,46,1,0,1,4,7,8.25531914893617,0.09961685823754789,0.2681992337164751,0.06683804627249357,0,0,0,0,1,0,1,0,0.0,0,0,27160,260,0
300,310,70,70,270,0,24,131,1,0,1,4,2,2.3484848484848486,0.08856088560885608,0.25830258302583026,0.07717041800643087,0,0,0,0,1,0,1,0,0.0,0,0,21700,270,0
301,662,70,70,259,5,48,66,1,0,1,4,4,9.880597014925373,0.18461538461538463,0.2692307692307692,0.07239819004524888,0,0,0,0,1,0,1,0,0.0,0,1,46340,259,0
303,1802,70,70,273,0,55,245,1,0,1,4,4,7.32520325203252,0.20072992700729927,0.25547445255474455,0.03050471436494731,0,0,0,0,1,0,1,0,0.0,0,1,126140,273,0
308,2188,70,70,272,0,68,217,3,0,1,4,2,10.036697247706423,0.2490842490842491,0.2564102564102564,0.031064412973960714,0,0,1,0,1,0,1,0,0.0,1,1,153160,272,0
320,2062,70,70,211,0,44,163,2,0,1,4,5,12.573170731707316,0.20754716981132076,0.330188679245283,0.021328162869607366,0,0,1,0,1,0,1,0,0.0,0,1,144340,211,0
322,3149,70,70,272,0,72,265,2,0,1,4,4,11.838345864661655,0.26373626373626374,0.2564102564102564,0.022857142857142857,0,0,1,0,1,0,1,0,0.0,0,1,220430,272,0
323,1549,70,70,270,0,47,103,1,0,1,4,5,14.89423076923077,0.17343173431734318,0.25830258302583026,0.03032258064516129,0,0,0,0,1,0,1,0,0.0,0,1,108430,270,0
325,5,60,60,0,82,2,1,1,0,1,4,2,2.5,2.0,60.0,0.3333333333333333,0,0,0,0,0,1,0,0,0.0,0,0,300,0,1
326,704,70,70,114,5,38,67,3,0,1,4,4,10.352941176470589,0.33043478260869563,0.6086956521739131,0.05390070921985816,0,0,0,0,1,0,1,0,0.0,1,0,49280,114,0
328,122,43,38,186,46,16,27,1,5,1,0,3,4.357142857142857,0.0855614973262032,0.22994652406417113,0.13008130081300814,0,0,0,0,0,0,0,1,0.11363636363636363,0,0,5246,186,0
331,1922,70,70,271,0,25,200,0,0,0,4,8,9.562189054726367,0.09191176470588236,0.25735294117647056,0.013000520020800831,0,1,0,0,1,0,1,0,0.0,0,0,134540,0,0
341,1667,70,70,215,0,39,224,1,0,1,4,5,7.408888888888889,0.18055555555555555,0.32407407407407407,0.023381294964028777,0,0,1,0,1,0,1,0,0.0,0,0,116690,215,0
342,106,70,70,58,0,16,27,1,0,1,4,5,3.7857142857142856,0.2711864406779661,1.1864406779661016,0.14953271028037382,0,0,0,0,1,0,1,0,0.0,0,0,7420,58,0
343,328,70,70,273,0,32,66,1,0,1,4,4,4.895522388059701,0.11678832116788321,0.25547445255474455,0.0972644376899696,0,0,0,0,1,0,1,0,0.0,0,0,22960,273,0
344,109,70,69,188,4,13,11,1,1,1,4,2,9.083333333333334,0.06878306878306878,0.37037037037037035,0.11818181818181818,0,0,0,0,1,0,1,0,0.014084507042253521,0,0,7630,188,0
345,4146,70,70,273,0,72,367,2,0,1,4,2,11.266304347826088,0.26277372262773724,0.25547445255474455,0.017361948396431154,0,0,1,0,1,0,1,0,0.0,0,1,290220,273,0
347,3259,70,62,272,0,57,257,1,8,1,4,5,12.631782945736434,0.2087912087912088,0.2564102564102564,0.017484662576687116,0,0,1,0,1,0,0,0,0.11267605633802817,0,1,228130,272,0
348,66,68,67,269,2,7,21,1,1,1,4,7,3.0,0.025925925925925925,0.2518518518518518,0.1044776119402985,0,0,0,1,0,0,1,0,0.014492753623188406,0,0,4488,269,0
351,23,1,1,178,91,1,17,1,0,1,4,8,1.2777777777777777,0.00558659217877095,0.00558659217877095,0.041666666666666664,0,0,0,1,0,1,1,1,0.0,0,0,23,178,0
352,1130,70,70,272,0,38,197,1,0,1,4,2,5.707070707070707,0.1391941391941392,0.2564102564102564,0.03359858532272325,0,0,0,0,1,0,1,0,0.0,0,0,79100,272,0
354,974,70,70,272,0,36,179,2,0,1,4,2,5.411111111111111,0.13186813186813187,0.2564102564102564,0.036923076923076927,0,0,0,0,1,0,1,0,0.0,0,0,68180,272,0
359,192,70,70,263,7,17,57,1,0,1,4,4,3.310344827586207,0.06439393939393939,0.26515151515151514,0.08808290155440414,0,0,0,0,1,0,1,0,0.0,0,0,13440,263,0
360,66,70,70,266,5,9,22,1,0,1,4,4,2.869565217391304,0.033707865168539325,0.26217228464419473,0.13432835820895522,0,0,0,1,1,0,1,0,0.0,0,0,4620,266,0
362,572,70,70,25,0,22,37,1,0,1,4,5,15.052631578947368,0.8461538461538461,2.6923076923076925,0.038394415357766144,0,0,1,0,1,0,0,0,0.0,0,0,40040,25,1
363,585,70,70,261,11,37,137,1,0,1,4,2,4.239130434782608,0.14122137404580154,0.26717557251908397,0.06313993174061433,0,0,0,0,1,0,1,0,0.0,0,0,40950,261,0
369,1770,70,70,122,38,70,141,1,0,1,4,2,12.464788732394366,0.5691056910569106,0.5691056910569106,0.039525691699604744,0,0,1,0,1,0,1,0,0.0,0,1,123900,122,0
371,40,70,70,176,10,9,13,1,0,1,4,2,2.857142857142857,0.05084745762711865,0.3954802259887006,0.21951219512195122,0,0,0,1,1,0,1,0,0.0,0,0,2800,176,1
372,40,70,70,171,0,7,10,1,0,1,4,2,3.6363636363636362,0.040697674418604654,0.4069767441860465,0.17073170731707318,0,0,0,1,1,0,1,0,0.0,0,0,2800,171,0
376,32,60,60,210,19,5,10,1,0,1,4,2,2.909090909090909,0.023696682464454975,0.2843601895734597,0.15151515151515152,0,0,0,1,0,0,1,0,0.0,0,0,1920,210,1
378,605,70,10,266,1,37,94,2,60,1,4,2,6.368421052631579,0.13857677902621723,0.26217228464419473,0.06105610561056106,0,0,0,0,1,0,0,0,0.8450704225352113,0,0,42350,266,0
379,1390,70,70,263,0,42,122,3,0,1,4,2,11.300813008130081,0.1590909090909091,0.26515151515151514,0.0301941049604601,0,0,0,0,1,0,1,0,0.0,1,0,97300,263,0
383,2611,70,70,229,2,47,145,3,0,1,4,4,17.883561643835616,0.20434782608695654,0.30434782608695654,0.01799387442572741,0,0,1,0,1,0,1,0,0.0,1,1,182770,229,0
384,141,70,70,91,0,21,31,1,0,1,4,4,4.40625,0.22826086956521738,0.7608695652173914,0.14788732394366197,0,0,0,0,1,0,1,0,0.0,0,0,9870,91,1
388,7166,70,70,272,0,50,448,3,0,1,4,5,15.959910913140313,0.18315018315018314,0.2564102564102564,0.0069764197014092364,0,0,1,0,1,0,1,0,0.0,1,1,501620,272,0
389,1510,70,70,111,0,33,104,2,0,1,4,5,14.380952380952381,0.29464285714285715,0.625,0.02183984116479153,0,0,1,0,1,0,1,0,0.0,0,0,105700,111,0
391,1694,70,70,273,0,58,211,1,0,1,4,5,7.990566037735849,0.2116788321167883,0.25547445255474455,0.03421828908554572,0,0,0,0,1,0,1,0,0.0,0,1,118580,273,0
392,163,64,60,25,7,16,16,1,4,1,4,7,9.588235294117647,0.6153846153846154,2.4615384615384617,0.0975609756097561,0,0,0,0,0,0,0,0,0.06153846153846154,0,0,10432,25,1
393,1706,70,70,254,0,40,161,1,0,1,4,7,10.530864197530864,0.1568627450980392,0.27450980392156865,0.023432923257176334,0,0,0,0,1,0,1,0,0.0,0,0,119420,254,0
